dataset,project,pPath,pId,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy
defect4j,lang,org/apache/commons/lang/text/StrBuilder,59,884,"                str.getChars(0, strLen, buffer, size);",0,0,0,1,2,0,5,0,0,5,38,9,1,1
defect4j,lang,org/apache/commons/lang/text/StrBuilder,60,1673,        for (int i = 0; i < thisBuf.length; i++) {,5,1,0,1,3,0,0,0,0,7,42,4,1,1
defect4j,lang,org/apache/commons/lang/text/StrBuilder,61,1776,        int len = thisBuf.length - strLen;,4,1,0,0,0,0,0,0,0,5,34,5,1,1
defect4j,lang,org/apache/commons/lang/Entities,62,845,                            if (charAt1 == 'x' || charAt1=='X') {,2,3,0,1,3,0,0,0,0,7,37,15,1,1
defect4j,lang,org/apache/commons/lang/Entities,62,848,                                entityValue = Integer.parseInt(entityName.substring(1));,1,0,0,2,4,0,4,0,0,6,56,17,1,1
defect4j,lang,org/apache/commons/lang/time/DurationFormatUtils,63,306,            days += 31;,1,0,0,0,0,0,0,0,0,2,11,6,1,1
defect4j,lang,org/apache/commons/lang/time/DurationFormatUtils,63,312,            months -= 1;,1,0,0,0,0,0,0,0,0,2,12,6,1,1
defect4j,lang,org/apache/commons/lang/time/DurationFormatUtils,63,320,"        minutes -= reduceAndCorrect(start, end, Calendar.MINUTE, minutes);",3,0,0,1,2,0,4,0,0,8,66,4,0.214285714,1
defect4j,lang,org/apache/commons/lang/time/DurationFormatUtils,63,321,"        hours -= reduceAndCorrect(start, end, Calendar.HOUR_OF_DAY, hours);",3,0,0,1,2,0,4,0,0,8,67,4,0.214285714,1
defect4j,lang,org/apache/commons/lang/time/DurationFormatUtils,63,322,"        days -= reduceAndCorrect(start, end, Calendar.DAY_OF_MONTH, days);",3,0,0,1,2,0,4,0,0,8,66,4,0.214285714,1
defect4j,lang,org/apache/commons/lang/time/DurationFormatUtils,63,323,"        months -= reduceAndCorrect(start, end, Calendar.MONTH, months);",3,0,0,1,2,0,4,0,0,8,63,4,0.214285714,1
defect4j,lang,org/apache/commons/lang/time/DurationFormatUtils,63,324,"        years -= reduceAndCorrect(start, end, Calendar.YEAR, years);",3,0,0,1,2,0,4,0,0,8,60,4,0.214285714,1
defect4j,lang,org/apache/commons/lang/time/DurationFormatUtils,63,319,"        seconds -= reduceAndCorrect(start, end, Calendar.SECOND, seconds);",3,0,0,1,2,0,4,0,0,8,66,4,0.214285714,1
defect4j,lang,org/apache/commons/lang/time/DurationFormatUtils,63,318,"        milliseconds -= reduceAndCorrect(start, end, Calendar.MILLISECOND, milliseconds);",3,0,0,1,2,0,4,0,0,8,81,4,0.214285714,1
defect4j,time,org/joda/time/MutableDateTime,3,785,"            setMillis(getChronology().hours().add(getMillis(), hours));",0,0,0,5,10,0,6,0,0,6,59,5,1,1
defect4j,time,org/joda/time/MutableDateTime,3,764,"            setMillis(getChronology().days().add(getMillis(), days));",0,0,0,5,10,0,6,0,0,6,57,5,0.058681421,1
defect4j,time,org/joda/time/MutableDateTime,3,702,"            setMillis(getChronology().months().add(getMillis(), months));",0,0,0,5,10,0,6,0,0,6,61,5,0.058681421,1
defect4j,time,org/joda/time/MutableDateTime,3,639,"            setMillis(type.getField(getChronology()).add(getMillis(), amount));",0,0,0,5,10,0,7,0,0,7,67,5,0.058681421,1
defect4j,time,org/joda/time/MutableDateTime,3,723,"            setMillis(getChronology().weeks().add(getMillis(), weeks));",0,0,0,5,10,0,6,0,0,6,59,5,0.058681421,1
defect4j,time,org/joda/time/MutableDateTime,3,660,"            setMillis(getChronology().years().add(getMillis(), years));",0,0,0,5,10,0,6,0,0,6,59,5,0.058681421,1
defect4j,time,org/joda/time/chrono/GJChronology,6,979,                        instant = gregorianToJulian(instant);,1,0,0,1,2,0,2,0,0,4,37,11,1,1
defect4j,time,org/joda/time/chrono/GJChronology,6,195,            cutoverInstant = gregorianCutover.toInstant();,1,0,0,1,2,0,2,0,0,4,46,6,0.007506632,1
defect4j,time,org/joda/time/chrono/GJChronology,6,192,        if (gregorianCutover == null) {,1,1,0,1,3,0,0,0,0,2,31,4,0.006181549,1
defect4j,time,org/joda/time/format/DateTimeFormatter,16,708,        DateTimeParserBucket bucket = new DateTimeParserBucket(,1,0,0,0,1,0,0,2,0,3,55,4,1,1
defect4j,time,org/joda/time/DateTimeZone,17,1167,        long instantBefore = convertUTCToLocal(instant - 3 * DateTimeConstants.MILLIS_PER_HOUR);,4,2,0,1,2,0,1,0,0,7,88,5,1,1
defect4j,time,org/joda/time/DateTimeZone,17,1169,        if (instantBefore == instantAfter) {,2,1,0,1,3,0,0,0,0,3,36,4,1,1
defect4j,time,org/joda/time/DateTimeZone,17,1168,        long instantAfter = convertUTCToLocal(instant + 3 * DateTimeConstants.MILLIS_PER_HOUR);,4,2,0,1,2,0,1,0,0,7,87,5,1,1
defect4j,time,org/joda/time/DateTimeZone,17,1174,        long local = convertUTCToLocal(instant);,1,0,0,1,2,0,2,0,0,3,40,5,1,1
defect4j,time,org/joda/time/DateTimeZone,17,1175,"        return convertLocalToUTC(local, false, earlierOrLater ? instantAfter : instantBefore);",3,0,0,1,2,0,2,0,0,6,86,5,1,1
defect4j,chart,org/jfree/data/time/TimeSeries,3,1050,        if (start < 0) {,1,1,0,1,3,0,0,0,0,2,16,4,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1071,        return copy;,1,0,0,0,0,0,0,0,0,1,12,4,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1056,        TimeSeries copy = (TimeSeries) super.clone();,2,0,0,2,4,0,0,2,0,4,45,4,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1053,        if (end < start) {,2,1,0,1,3,0,0,0,0,3,18,4,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1060,                TimeSeriesDataItem item,1,0,0,0,0,0,0,1,0,2,23,8,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1062,                TimeSeriesDataItem clone = (TimeSeriesDataItem) item.clone();,1,0,0,2,4,0,2,2,0,5,61,8,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1064,                    copy.add(clone);,0,0,0,1,2,0,3,0,0,3,16,11,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1059,            for (int index = start; index <= end; index++) {,5,1,0,1,3,0,0,0,0,7,48,6,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,564,"        add(item, true);",0,0,0,1,2,0,2,0,0,3,16,5,0.47826087,0
defect4j,chart,org/jfree/data/general/Series,3,244,        clone.listeners = new EventListenerList();,2,0,0,1,2,0,0,1,0,4,42,4,0.254658385,0
defect4j,chart,org/jfree/data/general/Series,3,245,        clone.propertyChangeSupport = new PropertyChangeSupport(clone);,3,0,0,1,2,0,0,1,0,5,63,4,0.254658385,0
defect4j,chart,org/jfree/data/general/Series,3,246,        return clone;,1,0,0,0,0,0,0,0,0,1,13,4,0.254658385,0
defect4j,chart,org/jfree/data/general/Series,3,243,        Series clone = (Series) super.clone();,2,0,0,2,4,0,0,2,0,4,38,4,0.254658385,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,360,        return this.maxY;,1,0,0,0,0,0,0,0,0,1,17,5,0.146245059,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,345,        return this.minY;,1,0,0,0,0,0,0,0,0,1,17,5,0.146245059,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,653,"        add(period, value, true);",0,0,0,1,2,0,3,0,0,4,25,5,0.023842917,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,667,"        add(item, notify);",0,0,0,1,2,0,3,0,0,3,18,5,0.023842917,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,666,"        TimeSeriesDataItem item = new TimeSeriesDataItem(period, value);",3,0,0,1,2,0,0,2,0,5,64,4,0.023842917,0
defect4j,chart,org/jfree/data/time/Year,3,171,        return this.year;,1,0,0,0,0,0,0,0,0,1,17,5,0.014492754,0
defect4j,chart,org/jfree/data/time/Year,3,367,        return result;,1,0,0,0,0,0,0,0,0,1,14,4,0.014492754,0
defect4j,chart,org/jfree/data/time/Year,3,350,            result = this.year - y.getYear();,2,1,0,1,2,0,2,0,0,6,33,6,0.014492754,0
defect4j,chart,org/jfree/data/time/Year,3,349,            Year y = (Year) o1;,2,0,0,1,2,0,0,2,0,4,19,6,0.014492754,0
defect4j,chart,org/jfree/data/time/Year,3,348,        if (o1 instanceof Year) {,1,0,0,1,3,0,0,1,0,2,25,5,0.014492754,0
defect4j,chart,org/jfree/data/time/Year,3,253,        return this.year;,1,0,0,0,0,0,0,0,0,1,17,5,0.014492754,0
defect4j,chart,org/jfree/data/time/Year,3,269,"        calendar.set(Calendar.MILLISECOND, 0);",2,0,0,1,2,0,2,0,0,4,38,5,0.012925969,0
defect4j,chart,org/jfree/data/time/Year,3,268,"        calendar.set(this.year, Calendar.JANUARY, 1, 0, 0, 0);",3,0,0,1,2,0,2,0,0,5,54,5,0.012925969,0
defect4j,chart,org/jfree/data/time/Year,3,272,        return calendar.getTime().getTime();,0,0,0,2,4,0,3,0,0,3,36,5,0.012925969,0
defect4j,chart,org/jfree/data/time/Year,3,287,"        calendar.set(this.year, Calendar.DECEMBER, 31, 23, 59, 59);",3,0,0,1,2,0,2,0,0,5,59,5,0.012925969,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,680,"        add(period, value, true);",0,0,0,1,2,0,3,0,0,4,25,5,0.012925969,0
defect4j,chart,org/jfree/data/time/Year,3,119,        this.year = (short) year;,2,0,0,1,2,0,0,0,0,3,25,4,0.012925969,0
defect4j,chart,org/jfree/data/time/Year,3,114,    public Year(int year) {,2,0,0,1,3,1,0,0,0,3,23,2,0.012925969,0
defect4j,chart,org/jfree/data/time/Year,3,115,        if ((year < Year.MINIMUM_YEAR) || (year > Year.MAXIMUM_YEAR)) {,6,3,0,3,7,0,0,0,0,9,63,4,0.012925969,0
defect4j,chart,org/jfree/data/time/Year,3,288,"        calendar.set(Calendar.MILLISECOND, 999);",2,0,0,1,2,0,2,0,0,4,40,5,0.012925969,0
defect4j,chart,org/jfree/data/time/Year,3,212,        this.lastMillisecond = getLastMillisecond(calendar);,1,0,0,1,2,0,2,0,0,4,52,4,0.012925969,0
defect4j,chart,org/jfree/data/time/Year,3,211,        this.firstMillisecond = getFirstMillisecond(calendar);,1,0,0,1,2,0,2,0,0,4,54,4,0.012925969,0
defect4j,chart,org/jfree/data/time/Year,3,291,        return calendar.getTime().getTime();,0,0,0,2,4,0,3,0,0,3,36,5,0.012925969,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,121,"        this(period, new Double(value));",2,0,0,2,4,0,0,1,0,3,32,4,0.012925969,0
defect4j,chart,org/jfree/data/time/Year,3,120,        peg(Calendar.getInstance());,0,0,0,2,4,0,3,0,0,3,28,5,0.012925969,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,694,"        add(item, notify);",0,0,0,1,2,0,3,0,0,3,18,5,0.012925969,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,693,"        TimeSeriesDataItem item = new TimeSeriesDataItem(period, value);",3,0,0,1,2,0,0,2,0,5,64,4,0.012925969,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,881,                    > this.maximumItemAge) {,1,0,0,0,2,0,0,0,0,1,24,8,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,429,        return (TimeSeriesDataItem) this.data.get(index);,1,0,0,2,4,0,2,1,0,4,49,5,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,603,            RegularTimePeriod last = getTimePeriod(getItemCount() - 1);,1,1,0,2,4,0,2,1,0,5,59,6,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,463,        return getRawDataItem(index).getPeriod();,0,0,0,2,4,0,3,0,0,3,41,5,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1296,"                return Math.max(a, b);",0,0,0,1,2,0,4,0,0,4,22,9,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,584,        else if (!this.timePeriodClass.equals(c)) {,1,0,0,2,5,0,2,0,0,4,43,5,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1269,            if (Double.isNaN(b)) {,0,0,0,2,5,0,3,0,0,3,22,7,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,885,            if (removed) {,1,0,0,1,3,0,0,0,0,1,14,6,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,605,                this.data.add(item);,1,0,0,1,2,0,2,0,0,3,20,9,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,604,            if (item.getPeriod().compareTo(last) > 0) {,0,1,0,3,7,0,4,0,0,5,43,6,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,606,                added = true;,1,0,0,0,0,0,0,0,0,3,13,8,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,878,            long latest = getTimePeriod(getItemCount() - 1).getSerialIndex();,1,1,0,3,6,0,3,0,0,5,65,7,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,879,            boolean removed = false;,1,0,0,0,0,0,0,0,0,2,24,7,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1273,"                return Math.min(a, b);",0,0,0,1,2,0,4,0,0,4,22,9,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1292,            if (Double.isNaN(b)) {,0,0,0,2,5,0,3,0,0,3,22,7,0.00621118,0
defect4j,chart,org/jfree/data/event/SeriesChangeEvent,3,70,"        this(source, null);",1,0,0,1,2,0,0,0,0,1,19,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,638,                fireSeriesChanged();,0,0,0,1,2,0,1,0,0,1,20,9,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,634,"            removeAgedItems(false);  // remove old items if necessary, but",0,0,0,1,2,0,1,0,0,2,62,7,0.005055612,0
defect4j,chart,org/jfree/data/general/Series,3,329,        for (int i = listenerList.length - 2; i >= 0; i -= 2) {,5,2,0,1,3,0,0,0,0,8,55,4,0.005055612,0
defect4j,chart,org/jfree/data/general/Series,3,328,        Object[] listenerList = this.listeners.getListenerList();,2,0,0,2,4,0,1,1,0,4,57,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,629,            if (getItemCount() > this.maximumItemCount) {,1,1,0,2,5,0,1,0,0,3,45,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,627,            updateBoundsForAddedItem(item);,0,0,0,1,2,0,2,0,0,2,31,7,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,626,        if (added) {,1,0,0,1,3,0,0,0,0,1,12,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,111,        this.selected = false;,1,0,0,0,0,0,0,0,0,3,22,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,106,        if (period == null) {,1,1,0,1,3,0,0,0,0,2,21,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1289,            return b;,1,0,0,0,0,0,0,0,0,1,9,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1288,        if (Double.isNaN(a)) {,0,0,0,2,5,0,3,0,0,3,22,5,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,141,        return this.value;,1,0,0,0,0,0,0,0,0,1,18,5,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,637,            if (notify) {,1,0,0,1,3,0,0,0,0,1,13,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,130,        return this.period;,1,0,0,0,0,0,0,0,0,1,19,5,0.005055612,0
defect4j,chart,org/jfree/data/event/SeriesChangeEvent,3,82,        super(source);,1,0,0,1,2,0,0,0,0,1,14,4,0.005055612,0
defect4j,chart,org/jfree/data/event/SeriesChangeEvent,3,83,        this.summary = summary;,2,0,0,0,0,0,0,0,0,3,23,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,579,        item = (TimeSeriesDataItem) item.clone();,1,0,0,2,4,0,2,1,0,5,41,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,576,        if (item == null) {,1,1,0,1,3,0,0,0,0,2,19,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,110,        this.value = value;,2,0,0,0,0,0,0,0,0,3,19,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,582,            this.timePeriodClass = c;,2,0,0,0,0,0,0,0,0,3,25,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1215,"            this.maxY = maxIgnoreNaN(this.maxY, y);",2,0,0,1,2,0,2,0,0,5,39,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1212,        if (item.getValue() != null) {,0,1,0,2,5,0,2,0,0,3,30,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1213,            double y = yN.doubleValue();,1,0,0,1,2,0,2,0,0,3,28,7,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1211,        Number yN = item.getValue();,1,0,0,1,2,0,2,1,0,4,28,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,580,        Class c = item.getPeriod().getClass();,1,0,0,2,4,0,3,1,0,5,38,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,581,        if (this.timePeriodClass == null) {,1,1,0,1,3,0,0,0,0,2,35,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,597,        int count = getItemCount();,1,0,0,1,2,0,1,0,0,2,27,5,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,266,        Object clone = null;,1,0,0,0,0,0,0,1,0,2,20,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,268,            clone = super.clone();,2,0,0,1,2,0,0,0,0,3,22,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,596,        boolean added = false;,1,0,0,0,0,0,0,0,0,2,22,5,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,599,            this.data.add(item);,1,0,0,1,2,0,2,0,0,3,20,7,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,598,        if (count == 0) {,1,1,0,1,3,0,0,0,0,2,17,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1265,        if (Double.isNaN(a)) {,0,0,0,2,5,0,3,0,0,3,22,5,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1266,            return b;,1,0,0,0,0,0,0,0,0,1,9,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,109,        this.period = period;,2,0,0,0,0,0,0,0,0,3,21,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1214,"            this.minY = minIgnoreNaN(this.minY, y);",2,0,0,1,2,0,2,0,0,5,39,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,105,"    public TimeSeriesDataItem(RegularTimePeriod period, Number value) {",3,0,0,1,3,1,0,2,0,6,67,2,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,273,        return clone;,1,0,0,0,0,0,0,0,0,1,13,4,0.005055612,0
defect4j,chart,org/jfree/data/time/RegularTimePeriod,3,71,"public abstract class RegularTimePeriod implements TimePeriod, Comparable,",1,0,0,0,0,2,0,2,0,5,74,1,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,600,            added = true;,1,0,0,0,0,0,0,0,0,3,13,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,877,        if (getItemCount() > 1) {,0,1,0,2,5,0,1,0,0,2,25,4,0.005055612,0
