project_path,version,lines,statement,suspicious,faulty,predict,miss_line,predictions0,predictions1
org/jfree/chart/plot/CategoryPlot,26,2510,"        space = calculateDomainAxisSpace(g2, plotArea, space);",242.0,0,,0,0.02779999890698721,0.9722000010930132
org/jfree/chart/plot/CategoryPlot,26,2511,        return space;,242.0,0,,0,0.0001623216890283267,0.999837678310972
org/jfree/chart/plot/CategoryPlot,26,2536,        boolean b1 = (area.getWidth() <= MINIMUM_WIDTH_TO_DRAW);,242.0,0,,0,0.0035547405734440455,0.9964452594265564
org/jfree/chart/plot/CategoryPlot,26,2537,        boolean b2 = (area.getHeight() <= MINIMUM_HEIGHT_TO_DRAW);,242.0,0,,0,0.003690946034891582,0.9963090539651092
org/jfree/chart/plot/CategoryPlot,26,2538,        if (b1 || b2) {,242.0,0,,0,0.0002654737355033048,0.9997345262644963
org/jfree/chart/plot/CategoryPlot,26,2543,        if (state == null) {,242.0,0,,0,0.0003267509088322953,0.9996732490911674
org/jfree/chart/plot/CategoryPlot,26,2549,        state.setPlotArea(area);,242.0,0,,0,0.0014574785479792118,0.9985425214520209
org/jfree/chart/plot/CategoryPlot,26,2552,        RectangleInsets insets = getInsets();,242.0,0,,0,0.002657189717574538,0.9973428102824257
org/jfree/chart/plot/CategoryPlot,26,2553,        insets.trim(area);,242.0,0,,0,0.0012425955908636685,0.998757404409136
org/jfree/chart/plot/CategoryPlot,26,2556,"        AxisSpace space = calculateAxisSpace(g2, area);",242.0,0,,0,0.011511626102597237,0.9884883738974021
org/jfree/chart/plot/CategoryPlot,26,2557,"        Rectangle2D dataArea = space.shrink(area, null);",242.0,0,,0,0.009244123960789514,0.9907558760392109
org/jfree/chart/plot/CategoryPlot,26,2558,        this.axisOffset.trim(dataArea);,242.0,0,,0,0.0006605076396747905,0.9993394923603256
org/jfree/chart/plot/CategoryPlot,26,2560,        state.setDataArea(dataArea);,242.0,0,,0,0.0016140156445800346,0.9983859843554191
org/jfree/chart/plot/CategoryPlot,26,2564,        if (getRenderer() != null) {,242.0,0,,0,0.0014272298422000516,0.9985727701578
org/jfree/chart/plot/CategoryPlot,26,2565,"            getRenderer().drawBackground(g2, this, dataArea);",242.0,0,,0,0.012540907450319093,0.9874590925496813
org/jfree/chart/plot/CategoryPlot,26,2571,"        Map axisStateMap = drawAxes(g2, area, dataArea, state);",242.0,0,,0,0.10121843154708494,0.8987815684529151
org/jfree/chart/plot/CategoryPlot,26,2684,        AxisCollection axisCollection = new AxisCollection();,242.0,0,,0,0.033529840296365236,0.966470159703634
org/jfree/chart/plot/CategoryPlot,26,2687,        for (int index = 0; index < this.domainAxes.size(); index++) {,242.0,0,,0,0.0017872698396837936,0.9982127301603171
org/jfree/chart/plot/CategoryPlot,26,2688,            CategoryAxis xAxis = (CategoryAxis) this.domainAxes.get(index);,242.0,0,,0,0.07959026794731654,0.9204097320526841
org/jfree/chart/plot/CategoryPlot,26,2689,            if (xAxis != null) {,242.0,0,,0,0.0005399376307635299,0.9994600623692366
org/jfree/chart/plot/CategoryPlot,26,2690,"                axisCollection.add(xAxis, getDomainAxisEdge(index));",242.0,0,,0,0.2643232415024331,0.7356767584975654
org/jfree/chart/plot/CategoryPlot,26,2695,        for (int index = 0; index < this.rangeAxes.size(); index++) {,242.0,0,,0,0.0017556183837604488,0.9982443816162401
org/jfree/chart/plot/CategoryPlot,26,2696,            ValueAxis yAxis = (ValueAxis) this.rangeAxes.get(index);,242.0,0,,0,0.07068331446715068,0.9293166855328485
org/jfree/chart/plot/CategoryPlot,26,2697,            if (yAxis != null) {,242.0,0,,0,0.0005399376307635299,0.9994600623692366
org/jfree/chart/plot/CategoryPlot,26,2698,"                axisCollection.add(yAxis, getRangeAxisEdge(index));",242.0,0,,0,0.2604422869063522,0.7395577130936478
org/jfree/chart/plot/CategoryPlot,26,2702,        Map axisStateMap = new HashMap();,242.0,0,,0,0.02190530781315857,0.9780946921868416
org/jfree/chart/plot/CategoryPlot,26,2705,        double cursor = dataArea.getMinY() - this.axisOffset.calculateTopOutset(,242.0,0,,0,0.0025177887096445597,0.9974822112903556
org/jfree/chart/plot/CategoryPlot,26,2707,        Iterator iterator = axisCollection.getAxesAtTop().iterator();,242.0,0,,0,0.009995821372829962,0.9900041786271707
org/jfree/chart/plot/CategoryPlot,26,2708,        while (iterator.hasNext()) {,242.0,0,,0,0.0015606588288775854,0.9984393411711221
org/jfree/chart/plot/CategoryPlot,26,3104,        List result = new ArrayList();,242.0,0,,0,0.020393087681049474,0.9796069123189505
org/jfree/chart/plot/CategoryPlot,26,3105,        for (int datasetIndex = 0; datasetIndex < this.datasets.size(); ,242.0,0,,0,0.0007346751894600308,0.9992653248105393
org/jfree/chart/plot/CategoryPlot,26,3107,            Object dataset = this.datasets.get(datasetIndex);,242.0,0,,0,0.0035051707156931395,0.996494829284307
org/jfree/chart/plot/CategoryPlot,26,3108,            if (dataset != null) {,242.0,0,,0,0.000569446215779683,0.9994305537842201
org/jfree/chart/plot/CategoryPlot,26,3106,                datasetIndex++) {,242.0,0,,0,0.0005310948267500933,0.9994689051732506
org/jfree/chart/plot/CategoryPlot,26,3124,        return result;,242.0,0,,0,0.0001669693800358219,0.9998330306199638
org/jfree/chart/plot/CategoryPlot,26,3253,        List result = new ArrayList();,242.0,0,,0,0.020393087681049474,0.9796069123189505
org/jfree/chart/plot/CategoryPlot,26,3254,        int axisIndex = this.domainAxes.indexOf(axis);,242.0,0,,0,0.0006907058278602965,0.99930929417214
org/jfree/chart/plot/CategoryPlot,26,3255,        List datasets = datasetsMappedToDomainAxis(axisIndex);,242.0,0,,0,0.005416731469290119,0.9945832685307103
org/jfree/chart/plot/CategoryPlot,26,3256,        Iterator iterator = datasets.iterator();,242.0,0,,0,0.003491209302760479,0.9965087906972395
org/jfree/chart/plot/CategoryPlot,26,3257,        while (iterator.hasNext()) {,242.0,0,,0,0.0015606588288775854,0.9984393411711221
org/jfree/chart/plot/CategoryPlot,26,3267,        return result;,242.0,0,,0,0.0001669693800358219,0.9998330306199638
org/jfree/chart/axis/Axis,26,1191,            ChartRenderingInfo owner = plotState.getOwner();,161.33333,0,-1,0
org/jfree/chart/axis/Axis,26,1192,                EntityCollection entities = owner.getEntityCollection();,161.33333,1,-1,1
org/jfree/chart/plot/PlotRenderingInfo,26,103,        return this.owner;,161.33333,0,-1,0
org/jfree/chart/plot/PlotRenderingInfo,26,126,        this.plotArea = area;,161.33333,0,-1,0
org/jfree/chart/plot/PlotRenderingInfo,26,127,    },161.33333,0,-1,0
org/jfree/chart/plot/PlotRenderingInfo,26,149,        this.dataArea = area;,161.33333,0,-1,0
org/jfree/chart/plot/PlotRenderingInfo,26,150,    },161.33333,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,1735,                    CategoryItemRenderer renderer = getRenderer(datasetIndex);,147.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,1736,                    if (renderer != null) {,147.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,1737,                        int seriesCount = dataset.getRowCount();,147.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,1738,                        for (int i = 0; i < seriesCount; i++) {,147.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,3109,                Integer m = (Integer) this.datasetToDomainAxisMap.get(,147.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,3111,                if (m == null) {  // a dataset with no mapping is assigned to ,147.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,3118,                    if (m.intValue() == axisIndex) {,147.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,3119,                        result.add(dataset);,147.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,3258,            CategoryDataset dataset = (CategoryDataset) iterator.next();,147.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,3260,            for (int i = 0; i < dataset.getColumnCount(); i++) {,147.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,3266,        },147.0,0,-1,0
org/jfree/chart/plot/PlotRenderingInfo,26,91,    public PlotRenderingInfo(ChartRenderingInfo owner) {,80.66667,0,-1,0
org/jfree/chart/plot/PlotRenderingInfo,26,92,        this.owner = owner;        ,80.66667,0,-1,0
org/jfree/chart/plot/PlotRenderingInfo,26,93,        this.dataArea = new Rectangle2D.Double();,80.66667,0,-1,0
org/jfree/chart/plot/PlotRenderingInfo,26,94,        this.subplotInfo = new java.util.ArrayList();    ,80.66667,0,-1,0
org/jfree/chart/plot/PlotRenderingInfo,26,95,    },80.66667,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,2664,"        fillBackground(g2, area, this.orientation);",72.2,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,2665,"        drawBackgroundImage(g2, area);",72.2,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,2666,    },72.2,0,-1,0
org/jfree/chart/renderer/category/AbstractCategoryItemRenderer,26,689,"        plot.drawBackground(g2, dataArea);",72.2,0,-1,0
org/jfree/chart/renderer/category/AbstractCategoryItemRenderer,26,691,    },72.2,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,404,        if (category == null) {,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,407,        Font result = (Font) this.tickLabelFontMap.get(category);,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,409,        if (result == null) {,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,410,            result = getTickLabelFont();,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,412,        return result;,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,447,        if (category == null) {,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,450,        Paint result = (Paint) this.tickLabelPaintMap.get(category);,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,452,        if (result == null) {,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,453,            result = getTickLabelPaint();,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,455,        return result;,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,1008,                Comparable category = (Comparable) iterator.next();,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,1009,"                TextBlock label = createLabel(category, l * r, edge, g2);",54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,1010,                if (edge == RectangleEdge.TOP || edge == RectangleEdge.BOTTOM) {,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,1019,"                Tick tick = new CategoryTick(category, label, ",54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,1022,                ticks.add(tick);,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,1023,                categoryIndex = categoryIndex + 1;,54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,1024,            },54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,1043,"        TextBlock label = TextUtilities.createTextBlock(category.toString(), ",54.0,0,-1,0
org/jfree/chart/axis/CategoryAxis,26,1046,        return label; ,54.0,0,-1,0
org/jfree/chart/axis/CategoryLabelPosition,26,192,        return this.labelAnchor;,54.0,0,-1,0
org/jfree/chart/axis/CategoryLabelPosition,26,201,        return this.rotationAnchor;,54.0,0,-1,0
org/jfree/chart/axis/CategoryLabelPosition,26,210,        return this.angle;,54.0,0,-1,0
org/jfree/chart/axis/CategoryTick,26,81,"        super("""", TextAnchor.CENTER, rotationAnchor, angle);",54.0,0,-1,0
org/jfree/chart/axis/CategoryTick,26,82,        this.category = category;,54.0,0,-1,0
org/jfree/chart/axis/CategoryTick,26,83,        this.label = label;,54.0,0,-1,0
org/jfree/chart/axis/CategoryTick,26,84,        this.labelAnchor = labelAnchor;,54.0,0,-1,0
org/jfree/chart/axis/CategoryTick,26,86,    },54.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,1739,                            LegendItem item = renderer.getLegendItem(,54.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,1741,                            if (item != null) {,54.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,1742,                                result.add(item);,54.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,3261,                Comparable category = dataset.getColumnKey(i);,54.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,3262,                if (!result.contains(category)) {,54.0,0,-1,0
org/jfree/chart/plot/CategoryPlot,26,3263,                    result.add(category);,54.0,0,-1,0
org/jfree/chart/util/ShapeUtilities,26,362,        if (base == null) {,54.0,0,-1,0
org/jfree/chart/util/ShapeUtilities,26,365,"        AffineTransform rotate = AffineTransform.getRotateInstance(angle, x, y);",54.0,0,-1,0
org/jfree/chart/util/ShapeUtilities,26,366,        Shape result = rotate.createTransformedShape(base);,54.0,0,-1,0
org/jfree/chart/util/ShapeUtilities,26,367,        return result;,54.0,0,-1,0
org/jfree/chart/text/TextBlock,26,276,            xAdj = (float) -width / 2.0f;,28.47059,0,-1,0
org/jfree/chart/text/G2TextMeasurer,26,63,    public G2TextMeasurer(Graphics2D g2) {,26.88889,0,-1,0
org/jfree/chart/text/G2TextMeasurer,26,64,        this.g2 = g2;,26.88889,0,-1,0
org/jfree/chart/text/G2TextMeasurer,26,65,    },26.88889,0,-1,0
org/jfree/chart/text/G2TextMeasurer,26,77,        FontMetrics fm = this.g2.getFontMetrics();,26.88889,0,-1,0
org/jfree/chart/text/G2TextMeasurer,26,78,"        Rectangle2D bounds = TextUtilities.getTextBounds(text.substring(start, ",26.88889,0,-1,0
org/jfree/chart/text/G2TextMeasurer,26,80,        float result = (float) bounds.getWidth();,26.88889,0,-1,0
org/jfree/chart/text/G2TextMeasurer,26,81,        return result;,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,188,        TextBlock result = new TextBlock();,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,189,        BreakIterator iterator = BreakIterator.getLineInstance();,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,190,        iterator.setText(text);,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,191,        int current = 0;,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,192,        int lines = 0;,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,193,        int length = text.length();,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,194,        while (current < length && lines < maxLines) {,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,195,"            int next = nextLineBreak(text, current, maxWidth, iterator, ",26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,197,            if (next == BreakIterator.DONE) {,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,198,"                result.addLine(text.substring(current), font, paint);",26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,199,                return result;,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,241,        int current = start;,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,243,        float x = 0.0f;,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,244,        boolean firstWord = true;,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,245,"        int newline = text.indexOf('\n', start);",26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,246,        if (newline < 0) {,26.88889,0,-1,0
org/jfree/chart/text/TextUtilities,26,247,            newline = Integer.MAX_VALUE;,26.88889,0,-1,0
