dataset,project,pPath,pId,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy
defect4j,chart,org/jfree/data/time/TimeSeries,9,932,        int startIndex = getIndex(start);,1,0,0,1,2,0,2,0,0,3,33,5,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,935,            if (startIndex == this.data.size()) {,2,1,0,2,5,0,1,0,0,4,37,6,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,934,            startIndex = -(startIndex + 1);,2,1,0,1,2,0,0,0,0,5,31,6,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,947,        if (emptyRange) {,1,0,0,1,3,0,0,0,0,1,17,4,1,1
defect4j,chart,org/jfree/data/time/TimeSeries,9,944,        if (endIndex < 0) {,1,1,0,1,3,0,0,0,0,2,19,4,1,1
defect4j,chart,org/jfree/data/time/TimeSeries,9,942,            endIndex = endIndex - 1;    // so this is last item BEFORE end,2,1,0,0,0,0,0,0,0,4,62,6,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,940,        if (endIndex < 0) {             // end period is not in original series,1,1,0,1,3,0,0,0,0,2,71,4,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,941,            endIndex = -(endIndex + 1); // this is first item AFTER end period,2,1,0,1,2,0,0,0,0,5,66,6,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,921,        if (start == null) {,1,1,0,1,3,0,0,0,0,2,20,4,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,931,        boolean emptyRange = false;,1,0,0,0,0,0,0,0,0,2,27,5,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,883,"            throw new IllegalArgumentException(""Requires start <= end."");",0,0,0,1,2,0,0,1,0,2,61,7,1,0
defect4j,chart,org/jfree/chart/imagemap/StandardToolTipTagFragmentGenerator,10,65,"        return "" title=\"""" + toolTipText",1,1,0,0,0,0,0,0,0,3,32,4,1,1
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,280,            if (iterator1.isDone() != iterator2.isDone()) {,0,1,0,3,7,0,4,0,0,5,47,6,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,271,        if (p1.getWindingRule() != p2.getWindingRule()) {,0,1,0,3,7,0,4,0,0,5,49,4,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,292,            iterator2.next();,0,0,0,1,2,0,2,0,0,2,17,7,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,277,        double[] d2 = new double[6];,1,0,0,2,4,0,0,0,0,1,28,5,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,278,        boolean done = iterator1.isDone() && iterator2.isDone();,1,1,0,2,4,0,4,0,0,6,56,5,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,275,        PathIterator iterator2 = p1.getPathIterator(null);,1,0,0,1,2,0,2,1,0,4,50,4,1,1
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,274,        PathIterator iterator1 = p1.getPathIterator(null);,1,0,0,1,2,0,2,1,0,4,50,4,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,293,            done = iterator1.isDone() && iterator2.isDone();,1,1,0,2,4,0,4,0,0,7,48,6,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,276,        double[] d1 = new double[6];,1,0,0,2,4,0,0,0,0,1,28,5,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,288,"            if (!Arrays.equals(d1, d2)) {",0,0,0,2,5,0,4,0,0,5,29,6,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,265,        if (p1 == null) {,1,1,0,1,3,0,0,0,0,2,17,4,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,284,            int seg2 = iterator2.currentSegment(d2);,1,0,0,1,2,0,3,0,0,4,40,7,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,285,            if (seg1 != seg2) {,2,1,0,1,3,0,0,0,0,3,19,6,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,268,        if (p2 == null) {,1,1,0,1,3,0,0,0,0,2,17,4,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,279,        while (!done) {,1,0,0,1,3,0,0,0,0,2,15,4,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,295,        return true;,0,0,0,0,0,0,0,0,0,1,12,4,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,291,            iterator1.next();,0,0,0,1,2,0,2,0,0,2,17,7,1,0
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,283,            int seg1 = iterator1.currentSegment(d1);,1,0,0,1,2,0,3,0,0,4,40,7,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,454,"            RectangleConstraint c4 = new RectangleConstraint(0.0,",1,0,0,0,1,0,0,2,0,3,53,6,1,1
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,488,"        return new Size2D(constraint.getWidth(), constraint.getHeight());",0,0,0,3,6,0,4,1,0,5,65,5,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,484,        if (this.centerBlock != null) {,1,1,0,1,3,0,0,0,0,2,31,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,485,"            this.centerBlock.setBounds(new Rectangle2D.Double(w[2], h[0], w[4],",3,0,1,3,8,0,1,0,0,7,67,7,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,480,        if (this.rightBlock != null) {,1,1,0,1,3,0,0,0,0,2,30,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,481,"            this.rightBlock.setBounds(new Rectangle2D.Double(w[2] + w[4], h[0],",3,1,1,3,8,0,1,0,0,8,67,7,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,472,        if (this.bottomBlock != null) {,1,1,0,1,3,0,0,0,0,2,31,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,477,"            this.leftBlock.setBounds(new Rectangle2D.Double(0.0, h[0], w[2],",3,0,1,2,6,0,1,0,0,6,64,7,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,476,        if (this.leftBlock != null) {,1,1,0,1,3,0,0,0,0,2,29,4,1,0
defect4j,chart,org/jfree/data/Range,13,85,"            String msg = ""Range(double, double): require lower ("" + lower ",2,1,0,1,3,0,0,1,0,5,61,6,1,0
defect4j,chart,org/jfree/data/Range,13,87,            throw new IllegalArgumentException(msg);,1,0,0,1,2,0,0,1,0,2,40,7,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,277,        double[] w = new double[5];,1,0,0,2,4,0,0,0,0,1,27,5,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,279,"        RectangleConstraint c1 = new RectangleConstraint(width, null,",2,0,0,0,1,0,0,2,0,5,61,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,278,        double[] h = new double[5];,1,0,0,2,4,0,0,0,0,1,27,5,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,461,        h[4] = h[2];,0,0,1,2,4,0,0,0,0,3,12,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,462,        w[4] = constraint.getWidth() - w[3] - w[2];,0,1,1,4,8,0,2,0,0,7,43,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,463,"        RectangleConstraint c5 = new RectangleConstraint(w[4], h[4]);",1,0,1,3,6,0,0,2,0,5,61,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,464,        if (this.centerBlock != null) {,1,1,0,1,3,0,0,0,0,2,31,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,465,"            this.centerBlock.arrange(g2, c5);",1,0,0,1,2,0,3,0,0,4,33,7,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,468,        if (this.topBlock != null) {,1,1,0,1,3,0,0,0,0,2,28,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,450,            w[2] = size.width;,2,0,1,1,2,0,0,0,0,4,18,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,453,        if (this.rightBlock != null) {,1,1,0,1,3,0,0,0,0,2,30,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,452,        h[3] = h[2];,0,0,1,2,4,0,0,0,0,3,12,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,459,            w[3] = size.width;,2,0,1,1,2,0,0,0,0,4,18,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,458,"            Size2D size = this.rightBlock.arrange(g2, c4);",2,0,0,1,2,0,3,1,0,6,46,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,292,"        RectangleConstraint c2 = new RectangleConstraint(0.0,",1,0,0,0,1,0,0,2,0,3,53,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,296,"            Size2D size = this.leftBlock.arrange(g2, c2);",2,0,0,1,2,0,3,1,0,6,45,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,323,"        return arrange(container, g2, new RectangleConstraint(width, height));",2,0,0,2,4,0,3,1,0,6,70,5,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,322,"        double height = h[0] + h[1] + Math.max(h[2], Math.max(h[3], h[4]));",1,1,1,7,14,0,4,0,0,11,67,5,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,320,            h[4] = size.height;,2,0,1,1,2,0,0,0,0,4,19,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,282,        if (this.topBlock != null) {,1,1,0,1,3,0,0,0,0,2,28,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,449,"            Size2D size = this.leftBlock.arrange(g2, c3);",2,0,0,1,2,0,3,1,0,6,45,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,443,        h[2] = constraint.getHeight() - h[1] - h[0];,0,1,1,4,8,0,2,0,0,7,44,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,444,        if (this.leftBlock != null) {,1,1,0,1,3,0,0,0,0,2,29,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,445,"            RectangleConstraint c3 = new RectangleConstraint(0.0,",1,0,0,0,1,0,0,2,0,3,53,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,287,        if (this.bottomBlock != null) {,1,1,0,1,3,0,0,0,0,2,31,4,1,0
defect4j,chart,org/jfree/chart/block/AbstractBlock,13,443,            lowerBound = trimToContentWidth(r.getLowerBound());   ,1,0,0,2,4,0,3,0,0,5,51,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,295,        if (this.leftBlock != null) {,1,1,0,1,3,0,0,0,0,2,29,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,436,        if (this.bottomBlock != null) {,1,1,0,1,3,0,0,0,0,2,31,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,435,        w[1] = w[0];,0,0,1,2,4,0,0,0,0,3,12,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,311,"        h[2] = Math.max(h[2], h[3]);",0,0,1,4,8,0,2,0,0,6,28,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,301,"            double maxW = Math.max(width - w[2], 0.0);",2,1,1,2,4,0,2,0,0,6,42,7,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,300,        if (this.rightBlock != null) {,1,1,0,1,3,0,0,0,0,2,30,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,302,"            RectangleConstraint c3 = new RectangleConstraint(0.0,",1,0,0,0,1,0,0,2,0,3,53,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,307,            w[3] = size.width;,2,0,1,1,2,0,0,0,0,4,18,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,306,"            Size2D size = this.rightBlock.arrange(g2, c3);",2,0,0,1,2,0,3,1,0,6,46,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,147,        else if (w == LengthConstraintType.FIXED) {,3,1,0,1,3,0,0,0,0,4,43,5,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,298,            h[2] = size.height;,2,0,1,1,2,0,0,0,0,4,19,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,149,"                contentSize = arrangeFN(container, g2, constraint.getWidth());",1,0,0,2,4,0,5,0,0,7,62,9,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,148,            if (h == LengthConstraintType.NONE) {,3,1,0,1,3,0,0,0,0,4,37,7,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,308,            h[3] = size.height;,2,0,1,1,2,0,0,0,0,4,19,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,424,        double[] w = new double[5];,1,0,0,2,4,0,0,0,0,1,27,5,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,425,        double[] h = new double[5];,1,0,0,2,4,0,0,0,0,1,27,5,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,426,        w[0] = constraint.getWidth();,0,0,1,2,4,0,2,0,0,4,29,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,427,        if (this.topBlock != null) {,1,1,0,1,3,0,0,0,0,2,28,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,318,"            Size2D size = this.centerBlock.arrange(g2, c4);",2,0,0,1,2,0,3,1,0,6,47,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,319,            w[4] = size.width;,2,0,1,1,2,0,0,0,0,4,18,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,297,            w[2] = size.width;,2,0,1,1,2,0,0,0,0,4,18,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,314,        if (this.centerBlock != null) {,1,1,0,1,3,0,0,0,0,2,31,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,315,            RectangleConstraint c4 = new RectangleConstraint(width - w[2],2,1,1,1,3,0,0,2,0,6,61,6,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,312,        h[3] = h[2];,0,0,1,2,4,0,0,0,0,3,12,4,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,151,            else if (h == LengthConstraintType.FIXED) {,3,1,0,1,3,0,0,0,0,4,43,8,1,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,152,"                contentSize = arrangeFF(container, g2, constraint);",1,0,0,1,2,0,4,0,0,6,51,10,1,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,207,                this.seriesKeys = null;,1,0,0,0,0,0,0,0,0,2,23,8,1,1
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,208,                this.categoryKeys = null;,1,0,0,0,0,0,0,0,0,2,25,8,1,1
defect4j,chart,org/jfree/data/DefaultKeyedValues,18,318,        if (index < this.keys.size()) {,2,1,0,2,5,0,1,0,0,4,31,4,1,1
defect4j,chart,org/jfree/data/DefaultKeyedValues,18,316,        this.keys.remove(index);,1,0,0,1,2,0,2,0,0,3,24,5,1,0
defect4j,chart,org/jfree/data/DefaultKeyedValues,18,317,        this.values.remove(index);,1,0,0,1,2,0,2,0,0,3,26,5,1,0
defect4j,chart,org/jfree/data/DefaultKeyedValues,18,334,        if (index < 0) {,1,1,0,1,3,0,0,0,0,2,16,4,1,1
defect4j,chart,org/jfree/data/DefaultKeyedValues,18,337,        removeValue(index);,0,0,0,1,2,0,2,0,0,2,19,5,1,0
defect4j,chart,org/jfree/data/DefaultKeyedValues,18,333,        int index = getIndex(key);,1,0,0,1,2,0,2,0,0,3,26,5,1,0
defect4j,chart,org/jfree/chart/plot/CategoryPlot,19,981,        return result;,1,0,0,0,0,0,0,0,0,1,14,4,1,0
defect4j,chart,org/jfree/chart/plot/CategoryPlot,19,698,        return this.domainAxes.indexOf(axis);,1,0,0,1,2,0,2,0,0,3,37,5,1,1
defect4j,chart,org/jfree/chart/plot/CategoryPlot,19,976,            if (parent instanceof CategoryPlot) {,1,0,0,1,3,0,0,1,0,2,37,7,1,0
defect4j,chart,org/jfree/chart/plot/CategoryPlot,19,975,            Plot parent = getParent();,1,0,0,1,2,0,1,1,0,3,26,6,1,0
defect4j,chart,org/jfree/chart/plot/CategoryPlot,19,974,        if (result < 0) { // try the parent plot,1,1,0,1,3,0,0,0,0,2,40,4,1,0
defect4j,chart,org/jfree/chart/plot/CategoryPlot,19,973,        int result = this.rangeAxes.indexOf(axis);,2,0,0,1,2,0,2,0,0,4,42,5,1,1
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,124,"        double v = Math.max(value, this.lowerBound);",2,0,0,1,2,0,3,0,0,5,44,5,1,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,125,"        v = Math.min(v, this.upperBound);",2,0,0,1,2,0,3,0,0,6,33,4,1,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,126,        int g = (int) ((value - this.lowerBound) / (this.upperBound ,4,3,0,2,6,0,0,0,0,7,59,5,1,1
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,128,"        return new Color(g, g, g);",3,0,0,1,2,0,0,1,0,4,26,5,1,0
defect4j,chart,org/jfree/data/time/Week,8,248,        return this.week;,1,0,0,0,0,0,0,0,0,1,17,5,0.633333333,0
defect4j,chart,org/jfree/chart/block/AbstractBlock,13,151,        return this.width;,1,0,0,0,0,0,0,0,0,1,18,5,0.498154982,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,495,        this.centerBlock = null;,1,0,0,0,0,0,0,0,0,2,24,4,0.498154982,0
defect4j,chart,org/jfree/chart/block/EmptyBlock,13,85,"        return new Size2D(calculateTotalWidth(getWidth()), ",0,0,0,2,5,0,2,1,0,3,50,5,0.498154982,0
defect4j,chart,org/jfree/chart/block/AbstractBlock,13,175,        return this.height;,1,0,0,0,0,0,0,0,0,1,19,5,0.498154982,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,499,        this.rightBlock = null;,1,0,0,0,0,0,0,0,0,2,23,4,0.498154982,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,498,        this.leftBlock = null;,1,0,0,0,0,0,0,0,0,2,22,4,0.498154982,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,497,        this.bottomBlock = null;,1,0,0,0,0,0,0,0,0,2,24,4,0.498154982,0
defect4j,chart,org/jfree/chart/block/BorderArrangement,13,496,        this.topBlock = null;,1,0,0,0,0,0,0,0,0,2,21,4,0.498154982,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,879,        if (start < 0) {,1,1,0,1,3,0,0,0,0,2,16,4,0.483333333,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,882,        if (end < start) {,2,1,0,1,3,0,0,0,0,3,18,4,0.483333333,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,564,"        add(item, true);",0,0,0,1,2,0,2,0,0,3,16,5,0.47826087,0
defect4j,chart,org/jfree/data/general/AbstractDataset,16,94,    protected AbstractDataset() {,1,0,0,1,3,1,0,0,0,2,29,2,0.456442611,0
defect4j,chart,org/jfree/data/general/AbstractDataset,16,95,        this.group = new DatasetGroup();,1,0,0,1,2,0,0,1,0,3,32,4,0.456442611,0
defect4j,chart,org/jfree/data/general/AbstractDataset,16,96,        this.listenerList = new EventListenerList();,1,0,0,1,2,0,0,1,0,3,44,4,0.456442611,0
defect4j,chart,org/jfree/data/DataUtilities,16,133,        return result;,1,0,0,0,0,0,0,0,0,1,14,4,0.456442611,0
defect4j,chart,org/jfree/data/DataUtilities,16,125,        if (data == null) {,1,1,0,1,3,0,0,0,0,2,19,4,0.456442611,0
defect4j,chart,org/jfree/data/DataUtilities,16,129,        Number[][] result = new Number[l1][];,1,0,1,4,8,0,0,2,0,4,37,4,0.456442611,0
defect4j,chart,org/jfree/data/DataUtilities,16,128,        int l1 = data.length;,3,0,0,0,0,0,0,0,0,3,21,5,0.456442611,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,155,            int seriesCount = starts.length;,3,0,0,0,0,0,0,0,0,3,32,7,0.456442611,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,156,            if (seriesCount != ends.length) {,3,1,0,1,3,0,0,0,0,4,33,6,0.456442611,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,150,        if (starts != null && ends != null) {,2,3,0,1,3,0,0,0,0,5,37,4,0.456442611,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,152,"            String baseName = ""org.jfree.data.resources.DataPackageResources"";",1,0,0,0,0,0,0,1,0,3,66,6,0.456442611,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,153,            ResourceBundle resources = ResourceBundle.getBundle(baseName);,1,0,0,1,2,0,3,1,0,5,62,6,0.456442611,0
defect4j,chart,org/jfree/data/DataUtilities,16,130,        for (int i = 0; i < l1; i++) {,4,1,0,1,3,0,0,0,0,6,30,4,0.456442611,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,91,"        this(DataUtilities.createNumberArray2D(starts),",0,0,0,1,3,0,3,0,0,3,47,5,0.456442611,0
defect4j,chart,org/jfree/data/general/DatasetGroup,16,64,"        this.id = ""NOID"";",1,0,0,0,0,0,0,0,0,3,17,4,0.456442611,0
defect4j,chart,org/jfree/data/resources/DataPackageResources,16,50,public class DataPackageResources extends ListResourceBundle {,1,0,0,0,1,1,0,1,0,3,62,1,0.456442611,0
defect4j,chart,org/jfree/data/resources/DataPackageResources,16,62,    private static final Object[][] CONTENTS = {,1,0,0,2,5,3,0,1,0,5,44,2,0.456442611,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,163,            if (seriesCount > 0) {,1,1,0,1,3,0,0,0,0,2,22,6,0.456442611,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,107,"        this(null, null, starts, ends);",2,0,0,1,2,0,0,0,0,2,31,4,0.456442611,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,148,        this.endData = ends;,2,0,0,0,0,0,0,0,0,3,20,4,0.456442611,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,147,        this.startData = starts;,2,0,0,0,0,0,0,0,0,3,24,4,0.456442611,0
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,145,                                          Number[][] ends) {,1,0,0,2,6,0,0,1,0,2,18,3,0.456442611,0
