dataset,project,pPath,pId,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy
defect4j,chart,org/jfree/data/time/TimeSeries,3,605,                this.data.add(item);,1,0,0,1,2,0,2,0,0,3,20,9,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,604,            if (item.getPeriod().compareTo(last) > 0) {,0,1,0,3,7,0,4,0,0,5,43,6,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,606,                added = true;,1,0,0,0,0,0,0,0,0,3,13,8,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,878,            long latest = getTimePeriod(getItemCount() - 1).getSerialIndex();,1,1,0,3,6,0,3,0,0,5,65,7,0.00621118,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,879,            boolean removed = false;,1,0,0,0,0,0,0,0,0,2,24,7,0.00621118,0
defect4j,chart,org/jfree/data/event/SeriesChangeEvent,3,70,"        this(source, null);",1,0,0,1,2,0,0,0,0,1,19,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,638,                fireSeriesChanged();,0,0,0,1,2,0,1,0,0,1,20,9,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,634,"            removeAgedItems(false);  // remove old items if necessary, but",0,0,0,1,2,0,1,0,0,2,62,7,0.005055612,0
defect4j,chart,org/jfree/data/general/Series,3,329,        for (int i = listenerList.length - 2; i >= 0; i -= 2) {,5,2,0,1,3,0,0,0,0,8,55,4,0.005055612,0
defect4j,chart,org/jfree/data/general/Series,3,328,        Object[] listenerList = this.listeners.getListenerList();,2,0,0,2,4,0,1,1,0,4,57,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,629,            if (getItemCount() > this.maximumItemCount) {,1,1,0,2,5,0,1,0,0,3,45,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,627,            updateBoundsForAddedItem(item);,0,0,0,1,2,0,2,0,0,2,31,7,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,626,        if (added) {,1,0,0,1,3,0,0,0,0,1,12,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,111,        this.selected = false;,1,0,0,0,0,0,0,0,0,3,22,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,106,        if (period == null) {,1,1,0,1,3,0,0,0,0,2,21,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1289,            return b;,1,0,0,0,0,0,0,0,0,1,9,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1288,        if (Double.isNaN(a)) {,0,0,0,2,5,0,3,0,0,3,22,5,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,141,        return this.value;,1,0,0,0,0,0,0,0,0,1,18,5,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,637,            if (notify) {,1,0,0,1,3,0,0,0,0,1,13,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,130,        return this.period;,1,0,0,0,0,0,0,0,0,1,19,5,0.005055612,0
defect4j,chart,org/jfree/data/event/SeriesChangeEvent,3,82,        super(source);,1,0,0,1,2,0,0,0,0,1,14,4,0.005055612,0
defect4j,chart,org/jfree/data/event/SeriesChangeEvent,3,83,        this.summary = summary;,2,0,0,0,0,0,0,0,0,3,23,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,579,        item = (TimeSeriesDataItem) item.clone();,1,0,0,2,4,0,2,1,0,5,41,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,576,        if (item == null) {,1,1,0,1,3,0,0,0,0,2,19,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,110,        this.value = value;,2,0,0,0,0,0,0,0,0,3,19,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,582,            this.timePeriodClass = c;,2,0,0,0,0,0,0,0,0,3,25,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1215,"            this.maxY = maxIgnoreNaN(this.maxY, y);",2,0,0,1,2,0,2,0,0,5,39,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1212,        if (item.getValue() != null) {,0,1,0,2,5,0,2,0,0,3,30,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1213,            double y = yN.doubleValue();,1,0,0,1,2,0,2,0,0,3,28,7,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,1211,        Number yN = item.getValue();,1,0,0,1,2,0,2,1,0,4,28,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,580,        Class c = item.getPeriod().getClass();,1,0,0,2,4,0,3,1,0,5,38,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,581,        if (this.timePeriodClass == null) {,1,1,0,1,3,0,0,0,0,2,35,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,597,        int count = getItemCount();,1,0,0,1,2,0,1,0,0,2,27,5,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,266,        Object clone = null;,1,0,0,0,0,0,0,1,0,2,20,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,268,            clone = super.clone();,2,0,0,1,2,0,0,0,0,3,22,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,596,        boolean added = false;,1,0,0,0,0,0,0,0,0,2,22,5,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,599,            this.data.add(item);,1,0,0,1,2,0,2,0,0,3,20,7,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,598,        if (count == 0) {,1,1,0,1,3,0,0,0,0,2,17,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,109,        this.period = period;,2,0,0,0,0,0,0,0,0,3,21,4,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,3,105,"    public TimeSeriesDataItem(RegularTimePeriod period, Number value) {",3,0,0,1,3,1,0,2,0,6,67,2,0.005055612,0
defect4j,chart,org/jfree/data/time/RegularTimePeriod,3,71,"public abstract class RegularTimePeriod implements TimePeriod, Comparable,",1,0,0,0,0,2,0,2,0,5,74,1,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,600,            added = true;,1,0,0,0,0,0,0,0,0,3,13,6,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,877,        if (getItemCount() > 1) {,0,1,0,2,5,0,1,0,0,2,25,4,0.005055612,0
defect4j,chart,org/jfree/data/general/Series,3,316,            notifyListeners(new SeriesChangeEvent(this));,0,0,0,2,4,0,1,1,0,2,45,7,0.005055612,0
defect4j,chart,org/jfree/data/general/Series,3,315,        if (this.notify) {,1,0,0,1,3,0,0,0,0,1,18,5,0.005055612,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,254,        return this.data.size();,1,0,0,1,2,0,1,0,0,2,24,5,0.000925069,0
defect4j,chart,org/jfree/data/general/Series,3,121,        this.notify = true;,1,0,0,0,0,0,0,0,0,3,19,4,0,0
defect4j,chart,org/jfree/data/general/Series,3,120,        this.propertyChangeSupport = new PropertyChangeSupport(this);,1,0,0,1,2,0,0,1,0,3,61,4,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,189,        this.timePeriodClass = null;,1,0,0,0,0,0,0,0,0,2,28,4,0,0
defect4j,chart,org/jfree/data/general/Series,3,104,"        this(key, null);",1,0,0,1,2,0,0,0,0,1,16,4,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,169,"        this(name, DEFAULT_DOMAIN_DESCRIPTION, DEFAULT_RANGE_DESCRIPTION);",3,0,0,1,2,0,0,0,0,3,66,4,0,0
defect4j,chart,org/jfree/data/general/Series,3,118,        this.description = description;,2,0,0,0,0,0,0,0,0,3,31,4,0,0
defect4j,chart,org/jfree/data/general/Series,3,119,        this.listeners = new EventListenerList();,1,0,0,1,2,0,0,1,0,3,41,4,0,0
defect4j,chart,org/jfree/data/general/Series,3,114,        if (key == null) {,1,1,0,1,3,0,0,0,0,2,18,4,0,0
defect4j,chart,org/jfree/data/general/Series,3,117,        this.key = key;,2,0,0,0,0,0,0,0,0,3,15,4,0,0
defect4j,chart,org/jfree/data/general/Series,3,113,"    protected Series(Comparable key, String description) {",3,0,0,1,3,1,0,2,0,6,54,2,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,190,        this.data = new java.util.ArrayList();,4,0,0,1,2,0,0,0,0,5,38,4,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,186,        super(name);,1,0,0,1,2,0,0,0,0,1,12,4,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,191,        this.maximumItemCount = Integer.MAX_VALUE;,3,0,0,0,0,0,0,0,0,4,42,4,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,193,        this.minY = Double.NaN;,3,0,0,0,0,0,0,0,0,4,23,4,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,3,192,        this.maximumItemAge = Long.MAX_VALUE;,3,0,0,0,0,0,0,0,0,4,37,4,0,0
defect4j,chart,org/jfree/data/time/Week,8,175,"        this(time, RegularTimePeriod.DEFAULT_TIME_ZONE, Locale.getDefault());",3,0,0,2,4,0,2,0,0,5,69,4,1,1
defect4j,chart,org/jfree/data/time/Week,8,221,        peg(calendar);,0,0,0,1,2,0,2,0,0,2,14,5,1,0
defect4j,chart,org/jfree/data/time/Week,8,219,            this.year = (short) yyyy;,2,0,0,1,2,0,0,0,0,3,25,6,1,0
defect4j,chart,org/jfree/data/time/Week,8,199,        calendar.setTime(time);,0,0,0,1,2,0,3,0,0,3,23,5,1,0
defect4j,chart,org/jfree/data/time/Week,8,198,"        Calendar calendar = Calendar.getInstance(zone, locale);",1,0,0,1,2,0,4,1,0,6,55,4,1,0
defect4j,chart,org/jfree/data/time/Week,8,211,"            this.week = (byte) Math.min(tempWeek, LAST_WEEK_IN_YEAR);",1,0,0,2,4,0,4,0,0,6,57,6,1,0
defect4j,chart,org/jfree/data/time/Week,8,212,            int yyyy = calendar.get(Calendar.YEAR);,3,0,0,1,2,0,2,0,0,5,39,7,1,0
defect4j,chart,org/jfree/data/time/Week,8,215,            if (calendar.get(Calendar.MONTH) == Calendar.JANUARY,4,1,0,1,3,0,2,0,0,7,52,7,1,0
defect4j,chart,org/jfree/data/time/Week,8,188,"    public Week(Date time, TimeZone zone, Locale locale) {",4,0,0,1,3,1,0,3,0,8,54,2,1,0
defect4j,chart,org/jfree/data/time/Week,8,205,        if (tempWeek == 1,1,1,0,0,1,0,0,0,0,2,17,5,1,0
defect4j,chart,org/jfree/data/time/Week,8,204,        int tempWeek = calendar.get(Calendar.WEEK_OF_YEAR);,3,0,0,1,2,0,2,0,0,5,51,5,1,0
defect4j,chart,org/jfree/data/time/Week,8,406,        c.clear();,0,0,0,1,2,0,2,0,0,2,10,5,0,0
defect4j,chart,org/jfree/data/time/Week,8,412,"        c.set(Calendar.SECOND, 0);",2,0,0,1,2,0,2,0,0,4,26,5,0,0
defect4j,chart,org/jfree/data/time/Week,8,413,"        c.set(Calendar.MILLISECOND, 0);",2,0,0,1,2,0,2,0,0,4,31,5,0,0
defect4j,chart,org/jfree/data/time/Week,8,415,        return c.getTime().getTime() - 1;,0,1,0,2,4,0,3,0,0,4,33,4,0,0
defect4j,chart,org/jfree/data/time/Week,8,382,"        c.set(Calendar.YEAR, this.year);",3,0,0,1,2,0,2,0,0,5,32,5,0,0
defect4j,chart,org/jfree/data/time/Week,8,383,"        c.set(Calendar.WEEK_OF_YEAR, this.week);",3,0,0,1,2,0,2,0,0,5,40,5,0,0
defect4j,chart,org/jfree/data/time/Week,8,380,        Calendar c = (Calendar) calendar.clone();,1,0,0,2,4,0,2,2,0,5,41,4,0,0
defect4j,chart,org/jfree/data/time/Week,8,384,"        c.set(Calendar.DAY_OF_WEEK, c.getFirstDayOfWeek());",2,0,0,2,4,0,4,0,0,6,51,5,0,0
defect4j,chart,org/jfree/data/time/Week,8,385,"        c.set(Calendar.HOUR, 0);",2,0,0,1,2,0,2,0,0,4,24,5,0,0
defect4j,chart,org/jfree/data/time/Week,8,408,"        c.set(Calendar.WEEK_OF_YEAR, this.week + 1);",3,1,0,1,2,0,2,0,0,6,44,5,0,0
defect4j,chart,org/jfree/data/time/Week,8,132,        this.week = (byte) week;,2,0,0,1,2,0,0,0,0,3,24,4,0,0
defect4j,chart,org/jfree/data/time/Week,8,390,        return c.getTime().getTime();,0,0,0,2,4,0,3,0,0,3,29,5,0,0
defect4j,chart,org/jfree/data/time/RegularTimePeriod,8,161,    public static final TimeZone DEFAULT_TIME_ZONE = TimeZone.getDefault();,1,0,0,1,2,3,2,1,0,7,71,2,0,0
defect4j,chart,org/jfree/data/time/Week,8,128,        if ((week < FIRST_WEEK_IN_YEAR) && (week > LAST_WEEK_IN_YEAR)) {,4,3,0,3,7,0,0,0,0,7,64,4,0,0
defect4j,chart,org/jfree/data/time/Week,8,127,"    public Week(int week, int year) {",3,0,0,1,3,1,0,0,0,4,33,2,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,947,        if (emptyRange) {,1,0,0,1,3,0,0,0,0,1,17,4,1,1
defect4j,chart,org/jfree/data/time/TimeSeries,9,927,        if (start.compareTo(end) > 0) {,0,1,0,2,5,0,3,0,0,4,31,4,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,953,"            return createCopy(startIndex, endIndex);",0,0,0,1,2,0,3,0,0,3,40,7,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,939,        int endIndex = getIndex(end);,1,0,0,1,2,0,2,0,0,3,29,5,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,932,        int startIndex = getIndex(start);,1,0,0,1,2,0,2,0,0,3,33,5,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,935,            if (startIndex == this.data.size()) {,2,1,0,2,5,0,1,0,0,4,37,6,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,934,            startIndex = -(startIndex + 1);,2,1,0,1,2,0,0,0,0,5,31,6,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,942,            endIndex = endIndex - 1;    // so this is last item BEFORE end,2,1,0,0,0,0,0,0,0,4,62,6,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,940,        if (endIndex < 0) {             // end period is not in original series,1,1,0,1,3,0,0,0,0,2,71,4,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,941,            endIndex = -(endIndex + 1); // this is first item AFTER end period,2,1,0,1,2,0,0,0,0,5,66,6,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,921,        if (start == null) {,1,1,0,1,3,0,0,0,0,2,20,4,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,931,        boolean emptyRange = false;,1,0,0,0,0,0,0,0,0,2,27,5,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,883,"            throw new IllegalArgumentException(""Requires start <= end."");",0,0,0,1,2,0,0,1,0,2,61,7,1,0
defect4j,chart,org/jfree/data/time/SerialDate,9,500,            return false;,0,0,0,0,0,0,0,0,0,1,13,6,0.138888889,0
defect4j,chart,org/jfree/data/time/Day,9,123,"        this.serialDate = SerialDate.createInstance(day, month, year);",1,0,0,1,2,0,5,0,0,7,62,4,0.138888889,0
defect4j,chart,org/jfree/data/time/Day,9,122,"    public Day(int day, int month, int year) {",4,0,0,1,3,1,0,0,0,5,42,2,0.138888889,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,452,            if (SerialDate.isLeapYear(y)) {,0,0,0,2,5,0,3,0,0,3,31,7,0.114285714,0
defect4j,chart,org/jfree/data/time/Day,9,302,        return this.serialDate.toSerial();,1,0,0,1,2,0,1,0,0,2,34,5,0.095833333,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,433,        TimeSeriesDataItem dummy = new TimeSeriesDataItem(,1,0,0,0,1,0,0,2,0,3,50,4,0.095833333,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,435,"        return Collections.binarySearch(this.data, dummy);",1,0,0,1,2,0,3,0,0,4,50,5,0.095833333,0
defect4j,chart,org/jfree/data/time/Day,9,183,        return this.serialDate;,1,0,0,0,0,0,0,0,0,1,23,5,0.081481481,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,308,        return this.serial - other.toSerial();,1,1,0,1,2,0,2,0,0,4,38,4,0.081481481,0
defect4j,chart,org/jfree/data/time/Day,9,406,            result = -d.getSerialDate().compare(this.serialDate);,2,0,0,2,4,0,3,0,0,7,53,6,0.081481481,0
defect4j,chart,org/jfree/data/time/Day,9,404,        if (o1 instanceof Day) {,1,0,0,1,3,0,0,1,0,2,24,5,0.081481481,0
defect4j,chart,org/jfree/data/time/Day,9,405,            Day d = (Day) o1;,2,0,0,1,2,0,0,2,0,4,17,6,0.081481481,0
defect4j,chart,org/jfree/data/time/Day,9,341,        int day = this.serialDate.getDayOfMonth();,2,0,0,1,2,0,1,0,0,3,42,5,0.07,0
defect4j,chart,org/jfree/data/time/Day,9,340,        int month = this.serialDate.getMonth();,2,0,0,1,2,0,1,0,0,3,39,5,0.07,0
defect4j,chart,org/jfree/data/time/Day,9,343,"        calendar.set(year, month - 1, day, 23, 59, 59);",1,1,0,1,2,0,4,0,0,6,47,5,0.07,0
defect4j,chart,org/jfree/data/time/Day,9,342,        calendar.clear();,0,0,0,1,2,0,2,0,0,2,17,5,0.07,0
defect4j,chart,org/jfree/data/time/SerialDate,9,210,    protected SerialDate() {,1,0,0,1,3,1,0,0,0,2,24,2,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,249,        return this.day;,1,0,0,0,0,0,0,0,0,1,16,5,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,129,            this.day = day;,2,0,0,0,0,0,0,0,0,3,15,6,0.07,0
defect4j,chart,org/jfree/data/time/SerialDate,9,526,        final int leap4 = (yyyy - 1896) / 4;,2,2,0,1,2,1,0,0,0,5,36,4,0.07,0
defect4j,chart,org/jfree/data/time/SerialDate,9,527,        final int leap100 = (yyyy - 1800) / 100;,2,2,0,1,2,1,0,0,0,5,40,4,0.07,0
defect4j,chart,org/jfree/data/time/Day,9,321,"        calendar.set(year, month - 1, day, 0, 0, 0);",1,1,0,1,2,0,4,0,0,6,44,5,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,107,"    public SpreadsheetDate(final int day, final int month, final int year) {",4,0,0,1,3,4,0,0,0,8,72,2,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,109,        if ((year >= 1900) && (year <= 9999)) {,2,3,0,3,7,0,0,0,0,5,39,4,0.07,0
defect4j,chart,org/jfree/data/time/Day,9,317,        int year = this.serialDate.getYYYY();,2,0,0,1,2,0,1,0,0,3,37,5,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,110,            this.year = year;,2,0,0,0,0,0,0,0,0,3,17,6,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,118,        if ((month >= MonthConstants.JANUARY),3,1,0,1,3,0,0,0,0,4,37,6,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,457,        return yy + mm + dd + 1;,3,1,0,0,0,0,0,0,0,4,24,4,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,456,        final int dd = d;,2,0,0,0,0,1,0,0,0,3,17,4,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,451,        if (m > MonthConstants.FEBRUARY) {,3,1,0,1,3,0,0,0,0,4,34,4,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,450,        int mm = SerialDate.AGGREGATE_DAYS_TO_END_OF_PRECEDING_MONTH[m];,3,0,1,1,2,0,0,0,0,4,64,5,0.07,0
defect4j,chart,org/jfree/data/time/SerialDate,9,529,        return leap4 - leap100 + leap400;,3,2,0,0,0,0,0,0,0,5,33,4,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,128,"        if ((day >= 1) && (day <= SerialDate.lastDayOfMonth(month, year))) {",2,3,0,4,9,0,4,0,0,9,68,4,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,120,            this.month = month;,2,0,0,0,0,0,0,0,0,3,19,6,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,449,        final int yy = ((y - 1900) * 365) + SerialDate.leapYearCount(y - 1);,3,4,0,3,6,1,2,0,0,10,68,4,0.07,0
defect4j,chart,org/jfree/data/time/SpreadsheetDate,9,136,"        this.serial = calcSerial(day, month, year);",1,0,0,1,2,0,4,0,0,6,43,4,0.07,0
defect4j,chart,org/jfree/data/time/SerialDate,9,499,        if ((yyyy % 4) != 0) {,1,2,0,2,5,0,0,0,0,3,22,4,0.07,0
defect4j,chart,org/jfree/data/time/SerialDate,9,792,"        return new SpreadsheetDate(day, month, yyyy);",3,0,0,1,2,0,0,1,0,4,45,5,0.07,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,142,"        this(name, DEFAULT_DOMAIN_DESCRIPTION, DEFAULT_RANGE_DESCRIPTION,",3,0,0,0,1,0,0,0,0,3,65,4,0.060606061,0
defect4j,chart,org/jfree/data/time/TimeSeries,9,143,                Day.class);,0,0,0,0,1,0,0,1,0,1,11,6,0.052777778,0
defect4j,chart,org/jfree/data/time/SerialDate,9,137,    static final int[] LAST_DAY_OF_MONTH =,1,0,0,1,2,2,0,0,0,3,38,2,0.046153846,0
defect4j,chart,org/jfree/data/time/SerialDate,9,92,        DATE_FORMAT_SYMBOLS = new SimpleDateFormat().getDateFormatSymbols();,1,0,0,2,4,0,1,1,0,3,68,3,0.046153846,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,9,203,        if (o1 instanceof TimeSeriesDataItem) {,1,0,0,1,3,0,0,1,0,2,39,5,0.046153846,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,9,204,            TimeSeriesDataItem datapair = (TimeSeriesDataItem) o1;,2,0,0,1,2,0,0,2,0,4,54,6,0.046153846,0
defect4j,chart,org/jfree/data/time/TimeSeriesDataItem,9,205,            result = getPeriod().compareTo(datapair.getPeriod());,1,0,0,3,6,0,4,0,0,6,53,6,0.046153846,0
