dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,other,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line,predict
defect4j,chart,org/jfree/data/xy/XYSeries,5,548,        if (index >= 0 && !this.allowDuplicateXValues) {,2,2,0,1,3,2,0,0,1,6,48,4,0.33333,1,0,-1
defect4j,chart,org/jfree/chart/util/ShapeList,6,111,        return super.equals(obj);,2,0,0,1,2,2,0,0,0,4,25,5,0.0181,1,0,-1
defect4j,chart,org/jfree/data/time/TimePeriodValues,7,300,            long s = getDataItem(this.minMiddleIndex).getPeriod().getStart(),2,0,0,1,6,2,3,0,1,6,64,7,0.08333,1,0,-1
defect4j,chart,org/jfree/data/time/TimePeriodValues,7,302,            long e = getDataItem(this.minMiddleIndex).getPeriod().getEnd(),2,0,0,1,6,2,3,0,1,6,62,7,0.08333,1,0,-1
defect4j,chart,org/jfree/data/time/Week,8,175,"        this(time, RegularTimePeriod.DEFAULT_TIME_ZONE, Locale.getDefault());",3,0,0,1,4,1,2,0,0,5,69,4,0.5,1,0,-1
defect4j,chart,org/jfree/data/time/TimeSeries,9,944,        if (endIndex < 0) {,1,1,0,1,3,1,0,0,0,5,19,4,1.0,1,0,-1
defect4j,chart,org/jfree/chart/imagemap/StandardToolTipTagFragmentGenerator,10,65,"        return "" title=\"""" + toolTipText",1,1,0,0,0,1,0,0,1,4,32,4,0.0,1,0,-1
defect4j,chart,org/jfree/chart/util/ShapeUtilities,11,275,        PathIterator iterator2 = p1.getPathIterator(null);,1,0,0,1,2,0,2,1,0,5,50,4,0.06667,1,0,-1
defect4j,chart,org/jfree/chart/plot/MultiplePiePlot,12,145,        this.dataset = dataset;,2,0,0,0,0,1,0,0,1,3,23,4,0.33333,1,0,-1
defect4j,chart,org/jfree/chart/plot/CategoryPlot,14,430,"        this(null, null, null, null);",0,0,0,0,2,1,0,0,0,2,29,2,0.36364,1,1,-1
defect4j,chart,org/jfree/chart/plot/CategoryPlot,14,431,    },0,0,0,0,1,0,0,0,0,1,1,2,0.36364,1,1,-1
defect4j,chart,org/jfree/chart/plot/XYPlot,14,2293,        boolean removed = markers.remove(marker);,1,0,0,1,2,1,3,0,0,5,41,5,0.33333,1,1,-1
defect4j,chart,org/jfree/chart/plot/XYPlot,14,2529,        boolean removed = markers.remove(marker);,1,0,0,1,2,1,3,0,0,5,41,5,0.33333,1,1,-1
defect4j,chart,org/jfree/chart/plot/PiePlot,15,670,        return this.interiorGap;,1,0,0,0,0,2,0,0,0,2,24,5,1.0,1,1,-1
defect4j,chart,org/jfree/chart/plot/PiePlot,15,706,        return this.circular;,1,0,0,0,0,2,0,0,0,2,21,5,0.5,1,1,-1
defect4j,chart,org/jfree/chart/plot/PiePlot,15,2611,        LegendItemCollection result = new LegendItemCollection();,1,0,0,1,2,1,0,2,1,6,57,4,0.33333,1,1,-1
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,207,                this.seriesKeys = null;,1,0,0,0,0,1,0,0,1,3,23,8,10.66667,1,0,-1
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,208,                this.categoryKeys = null;,1,0,0,0,0,1,0,0,1,3,25,8,10.66667,1,0,-1
defect4j,chart,org/jfree/data/category/DefaultIntervalCategoryDataset,16,338,        if (categoryKeys.length != this.startData[0].length) {,4,1,0,1,5,2,0,0,0,5,54,4,0.14286,1,0,-1
defect4j,chart,org/jfree/data/time/TimeSeries,17,857,"        Object clone = createCopy(0, getItemCount() - 1);",1,1,0,1,4,0,2,1,2,7,49,4,0.5,1,0,-1
defect4j,chart,org/jfree/data/DefaultKeyedValues,18,335,			return;,0,0,0,0,0,1,0,0,1,2,7,5,9.0,1,0,-1
defect4j,chart,org/jfree/data/DefaultKeyedValues2D,18,455,        Iterator iterator = this.rows.iterator();,2,0,0,1,2,1,1,1,0,6,41,4,2.0,1,1,-1
defect4j,chart,org/jfree/data/DefaultKeyedValues2D,18,458,                rowData.removeValue(columnKey);,0,0,0,1,2,0,3,0,0,3,31,7,2.0,1,1,-1
defect4j,chart,org/jfree/data/DefaultKeyedValues2D,18,459,        },0,0,0,0,1,0,0,0,0,1,1,2,2.0,1,1,-1
defect4j,chart,org/jfree/data/DefaultKeyedValues,18,318,        if (index < this.keys.size()) {,2,1,0,2,5,2,1,0,0,6,31,4,0.0,1,0,-1
defect4j,chart,org/jfree/chart/plot/CategoryPlot,19,698,        return this.domainAxes.indexOf(axis);,1,0,0,1,2,2,2,0,0,5,37,5,1.0,1,1,-1
defect4j,chart,org/jfree/chart/plot/CategoryPlot,19,973,        int result = this.rangeAxes.indexOf(axis);,2,0,0,1,2,2,2,0,0,5,42,5,1.0,1,1,-1
defect4j,chart,org/jfree/chart/plot/ValueMarker,20,95,"        super(paint, stroke, paint, stroke, alpha);",5,0,0,0,2,1,0,0,1,4,43,3,0.01064,1,0,-1
defect4j,chart,org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset,21,183,            else if (minval < this.minimumRangeValue) {,2,1,0,1,3,3,0,0,0,5,43,5,1.0,1,1,-1
defect4j,chart,org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset,21,740,        this.minimumRangeValue = Double.NaN;,3,0,0,0,0,1,0,0,1,3,36,4,1.0,1,1,-1
defect4j,chart,org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset,21,741,        this.maximumRangeValue = Double.NaN;,3,0,0,0,0,1,0,0,1,3,36,4,1.0,1,1,-1
defect4j,chart,org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset,21,742,    },0,0,0,0,1,0,0,0,0,1,1,2,1.0,1,1,-1
defect4j,chart,org/jfree/data/KeyedObjects2D,22,74,    public KeyedObjects2D() {,1,0,0,1,3,1,0,0,1,5,25,2,1.16129,1,1,-1
defect4j,chart,org/jfree/data/KeyedObjects2D,22,75,        this.rowKeys = new java.util.ArrayList();,4,0,0,1,2,2,0,0,2,5,41,4,1.16129,1,1,-1
defect4j,chart,org/jfree/data/KeyedObjects2D,22,76,        this.columnKeys = new java.util.ArrayList();,4,0,0,1,2,2,0,0,2,5,44,4,1.16129,1,1,-1
defect4j,chart,org/jfree/data/KeyedObjects2D,22,77,        this.rows = new java.util.ArrayList();,4,0,0,1,2,2,0,0,2,5,38,4,1.16129,1,1,-1
defect4j,chart,org/jfree/data/KeyedObjects2D,22,378,                rowData.removeValue(columnKey);,0,0,0,1,2,0,3,0,0,3,31,7,1.0,1,0,-1
defect4j,chart,org/jfree/data/KeyedObjects2D,22,231,        if (row >= 0) {,1,1,0,1,3,1,0,0,0,5,15,4,0.57143,1,0,-1
defect4j,chart,org/jfree/data/KeyedObjects2D,22,233,            return rowData.getObject(columnKey);,0,0,0,1,2,1,3,0,0,4,36,7,0.57143,1,0,-1
defect4j,chart,org/jfree/chart/renderer/category/MinMaxCategoryRenderer,23,448,      final int width = shape.getBounds().width;,2,0,0,1,2,2,2,0,1,6,42,4,0.25,1,1,-1
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,126,        int g = (int) ((value - this.lowerBound) / (this.upperBound ,4,4,0,1,6,4,0,0,0,5,59,5,0.0,1,0,-1
defect4j,chart,org/jfree/chart/renderer/category/StatisticalBarRenderer,25,260,        double value = meanValue.doubleValue();,1,0,0,1,2,1,2,0,0,5,39,5,2.0,1,1,-1
defect4j,chart,org/jfree/chart/renderer/category/StatisticalBarRenderer,25,315,"            double valueDelta = dataset.getStdDevValue(row, column).doubleValue();",1,0,0,1,4,1,5,0,0,5,70,5,2.0,1,0,-1
defect4j,chart,org/jfree/chart/renderer/category/StatisticalBarRenderer,25,345,"        CategoryItemLabelGenerator generator = getItemLabelGenerator(row, ",1,0,0,0,1,0,2,1,1,5,65,4,2.0,1,1,-1
defect4j,chart,org/jfree/chart/renderer/category/StatisticalBarRenderer,25,404,        double value = meanValue.doubleValue();,1,0,0,1,2,1,2,0,0,5,39,5,1.33333,1,1,-1
defect4j,chart,org/jfree/chart/renderer/category/StatisticalBarRenderer,25,459,"            double valueDelta = dataset.getStdDevValue(row, column).doubleValue();",1,0,0,1,4,1,5,0,0,5,70,5,1.33333,1,0,-1
defect4j,chart,org/jfree/chart/renderer/category/StatisticalBarRenderer,25,488,"        CategoryItemLabelGenerator generator = getItemLabelGenerator(row, ",1,0,0,0,1,0,2,1,1,5,65,4,1.33333,1,1,-1
defect4j,chart,org/jfree/chart/axis/Axis,26,1192,                EntityCollection entities = owner.getEntityCollection();,1,0,0,1,2,0,2,1,0,5,56,6,161.33333,1,1,-1
defect4j,chart,org/jfree/chart/axis/Axis,26,314,        return this.visible;,1,0,0,0,0,2,0,0,0,2,20,5,21.04348,1,1,-1
