project_path,version,lines,statement,suspicious,faulty,predict,miss_line,predictions0,predictions1
org/apache/commons/math3/stat/ranking/NaturalRanking,30,240,            out[ranks[i].getPosition()] = pos;,1.0,0,,0,0.6639423726779746,0.3360576273220263
org/apache/commons/math3/stat/ranking/NaturalRanking,30,242,        if (tiesTrace.size() > 1) {  // handle tie sequence at end,1.0,0,,0,0.4577461052273411,0.542253894772658
org/apache/commons/math3/stat/ranking/NaturalRanking,30,245,        if (nanStrategy == NaNStrategy.FIXED) {,1.0,0,,0,0.4585012960831053,0.5414987039168947
org/apache/commons/math3/stat/ranking/NaturalRanking,30,246,"            restoreNaNs(out, nanPositions);",1.0,0,,0,0.18474102965179592,0.8152589703482042
org/apache/commons/math3/stat/ranking/NaturalRanking,30,248,        return out;,1.0,0,,0,0.2429799023513944,0.757020097648607
org/apache/commons/math3/stat/ranking/NaturalRanking,30,387,        if (nanPositions.size() == 0) {,1.0,0,,0,0.3917704729196426,0.6082295270803575
org/apache/commons/math3/stat/ranking/NaturalRanking,30,388,            return;,1.0,0,,0,0.21483538086011406,0.7851646191398859
org/apache/commons/math3/stat/ranking/NaturalRanking,30,404,        ArrayList<Integer> out = new ArrayList<Integer>();,1.0,0,,0,0.999999999999936,6.326313715028469e-14
org/apache/commons/math3/stat/ranking/NaturalRanking,30,405,        for (int i = 0; i < ranks.length; i++) {,1.0,0,,0,0.40986661310054245,0.5901333868994567
org/apache/commons/math3/stat/ranking/NaturalRanking,30,406,            if (Double.isNaN(ranks[i].getValue())) {,1.0,0,,0,0.5809446021037674,0.4190553978962317
org/apache/commons/math3/stat/ranking/NaturalRanking,30,410,        return out;,1.0,0,,0,0.2429799023513944,0.757020097648607
org/apache/commons/math3/distribution/AbstractRealDistribution,30,53,    protected AbstractRealDistribution() { },1.0,0,,0,0.45610777091135846,0.5438922290886428
org/apache/commons/math3/distribution/AbstractRealDistribution,30,47,    protected final RandomDataImpl randomData = new RandomDataImpl();,1.0,0,,0,0.999710286376111,0.0002897136238887142
org/apache/commons/math3/distribution/AbstractRealDistribution,30,50,    private double solverAbsoluteAccuracy = SOLVER_DEFAULT_ABSOLUTE_ACCURACY;,1.0,0,,0,0.48308686552116326,0.5169131344788366
org/apache/commons/math3/distribution/NormalDistribution,30,61,"        this(mean, sd, DEFAULT_INVERSE_ABSOLUTE_ACCURACY);",1.0,0,,0,0.3381186521806028,0.661881347819396
org/apache/commons/math3/distribution/NormalDistribution,30,62,    },1.0,0,,0,0.1784161547785075,0.821583845221494
org/apache/commons/math3/distribution/NormalDistribution,30,75,        throws NotStrictlyPositiveException {,1.0,0,,0,0.2932230994302269,0.7067769005697716
org/apache/commons/math3/distribution/NormalDistribution,30,76,        if (sd <= 0) {,1.0,0,,0,0.42591989603829805,0.5740801039617011
org/apache/commons/math3/distribution/NormalDistribution,30,80,        this.mean = mean;,1.0,0,,0,0.34268518435576667,0.657314815644234
org/apache/commons/math3/distribution/NormalDistribution,30,81,        standardDeviation = sd;,1.0,0,,0,0.29868712054526464,0.7013128794547366
org/apache/commons/math3/distribution/NormalDistribution,30,82,        solverAbsoluteAccuracy = inverseCumAccuracy;,1.0,0,,0,0.3195361318194498,0.6804638681805502
org/apache/commons/math3/distribution/NormalDistribution,30,83,    },1.0,0,,0,0.1784161547785075,0.821583845221494
org/apache/commons/math3/distribution/NormalDistribution,30,42,    private static final double SQRT2PI = FastMath.sqrt(2 * FastMath.PI);,1.0,0,,0,0.7904906441743942,0.20950935582560534
org/apache/commons/math3/distribution/NormalDistribution,30,44,    private static final double SQRT2 = FastMath.sqrt(2.0);,1.0,0,,0,0.6842835744972963,0.3157164255027029
org/apache/commons/math3/distribution/NormalDistribution,30,137,        final double dev = x - mean;,1.0,0,,0,0.40126012142484263,0.5987398785751573
org/apache/commons/math3/distribution/NormalDistribution,30,138,        if (FastMath.abs(dev) > 40 * standardDeviation) {,1.0,0,,0,0.5304341119966098,0.46956588800338994
org/apache/commons/math3/distribution/NormalDistribution,30,141,        return 0.5 * (1 + Erf.erf(dev / (standardDeviation * SQRT2)));,1.0,0,,0,0.84708910114579,0.15291089885421122
org/apache/commons/math3/random/RandomDataImpl,30,168,    public RandomDataImpl() {,0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,126,    private RandomGenerator rand = null;,0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,129,    private SecureRandom secRand = null;,0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,169,    },0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,139,        final double LN2 = FastMath.log(2);,0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,140,        double qi = 0;,0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,141,        int i = 1;,0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,149,        final ResizableDoubleArray ra = new ResizableDoubleArray(20);,0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,151,        while (qi < 1) {,0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,152,"            qi += FastMath.pow(LN2, i) / ArithmeticUtils.factorial(i);",0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,153,            ra.addElement(qi);,0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,154,            ++i;,0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,157,        EXPONENTIAL_SA_QI = ra.getElements();,0.5,0,-1,0
org/apache/commons/math3/random/RandomDataImpl,30,158,    },0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,3747,    private static class ExpFracTable {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,3773,                EXP_FRAC_TABLE_A = FastMathLiteralArrays.loadExpFracA();,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,3774,                EXP_FRAC_TABLE_B = FastMathLiteralArrays.loadExpFracB();,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,3776,        },0.5,0,-1,0
org/apache/commons/math3/util/FastMathLiteralArrays,30,29,    private static final double[] EXP_INT_A = new double[] {,0.5,0,-1,0
org/apache/commons/math3/util/FastMathLiteralArrays,30,1535,    private static final double[] EXP_INT_B = new double[] {,0.5,0,-1,0
org/apache/commons/math3/util/FastMathLiteralArrays,30,3043,    private static final double[] EXP_FRAC_A = new double[] {,0.5,0,-1,0
org/apache/commons/math3/util/FastMathLiteralArrays,30,4074,    private static final double[] EXP_FRAC_B = new double[] {,0.5,0,-1,0
org/apache/commons/math3/util/FastMathLiteralArrays,30,5103,    private static final double[][] LN_MANT = new double[][] {,0.5,0,-1,0
org/apache/commons/math3/util/FastMathLiteralArrays,30,6142,        return EXP_INT_A.clone();,0.5,0,-1,0
org/apache/commons/math3/util/FastMathLiteralArrays,30,6150,        return EXP_INT_B.clone();,0.5,0,-1,0
org/apache/commons/math3/util/FastMathLiteralArrays,30,6158,        return EXP_FRAC_A.clone();,0.5,0,-1,0
org/apache/commons/math3/util/FastMathLiteralArrays,30,6166,        return EXP_FRAC_B.clone();,0.5,0,-1,0
org/apache/commons/math3/util/FastMathLiteralArrays,30,6174,        return LN_MANT.clone();,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,113,    private static final double LN_QUICK_COEF[][] = {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,126,    private static final double LN_HI_PREC_COEF[][] = {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,139,    private static final double SINE_TABLE_A[] =,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,158,    private static final double SINE_TABLE_B[] =,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,177,    private static final double COSINE_TABLE_A[] =,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,196,    private static final double COSINE_TABLE_B[] =,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,216,    private static final double TANGENT_TABLE_A[] =,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,235,    private static final double TANGENT_TABLE_B[] =,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,254,    private static final long RECIP_2PI[] = new long[] {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,275,    private static final long PI_O_4_BITS[] = new long[] {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,283,"    private static final double EIGHTHS[] = {0, 0.125, 0.25, 0.375, 0.5, 0.625, 0.75, 0.875, 1.0, 1.125, 1.25, 1.375, 1.5, 1.625};",0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,286,"    private static final double CBRTTWO[] = { 0.6299605249474366,",0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,826,        if (x < 0.0) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,827,            intVal = (int) -x;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,829,            if (intVal > 746) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,837,            if (intVal > 709) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,847,            if (intVal == 709) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,857,            intVal++;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,859,            intPartA = ExpIntTable.EXP_INT_TABLE_A[EXP_INT_TABLE_MAX_INDEX-intVal];,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,860,            intPartB = ExpIntTable.EXP_INT_TABLE_B[EXP_INT_TABLE_MAX_INDEX-intVal];,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,862,            intVal = -intVal;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,882,        final int intFrac = (int) ((x - intVal) * 1024.0);,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,883,        final double fracPartA = ExpFracTable.EXP_FRAC_TABLE_A[intFrac];,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,884,        final double fracPartB = ExpFracTable.EXP_FRAC_TABLE_B[intFrac];,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,890,        final double epsilon = x - (intVal + intFrac / 1024.0);,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,899,        double z = 0.04168701738764507;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,900,        z = z * epsilon + 0.1666666505023083;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,901,        z = z * epsilon + 0.5000000000042687;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,902,        z = z * epsilon + 1.0;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,903,        z = z * epsilon + -3.940510424527919E-20;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,910,        double tempA = intPartA * fracPartA;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,911,        double tempB = intPartA * fracPartB + intPartB * fracPartA + intPartB * fracPartB;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,917,        final double tempC = tempB + tempA;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,919,        if (extra != 0.0) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,920,            result = tempC*extra*z + tempC*extra + tempC*z + tempB + tempA;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,925,        if (hiPrec != null) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,931,        return result;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1096,"        return log(x, null);",0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1106,        if (x==0) { // Handle special case of +0/-0,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1109,        long bits = Double.doubleToLongBits(x);,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1112,        if ((bits & 0x8000000000000000L) != 0 || x != x) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1123,        if (x == Double.POSITIVE_INFINITY) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1132,        int exp = (int)(bits >> 52)-1023;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1134,        if ((bits & 0x7ff0000000000000L) == 0) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1154,        if (exp == -1 || exp == 0) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1155,            if (x < 1.01 && x > 0.99 && hiPrec == null) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1202,        double lnm[] = lnMant.LN_MANT[(int)((bits & 0x000ffc0000000000L) >> 42)];,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1213,        double epsilon = (bits & 0x3ffffffffffL) / (TWO_POWER_52 + (bits & 0x000ffc0000000000L));,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1215,        double lnza = 0.0;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1216,        double lnzb = 0.0;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1218,        if (hiPrec != null) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1220,            double tmp = epsilon * HEX_40000000;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1221,            double aa = epsilon + tmp - tmp;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1222,            double ab = epsilon - aa;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1223,            double xa = aa;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1224,            double xb = ab;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1227,            double numer = bits & 0x3ffffffffffL;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1228,            double denom = TWO_POWER_52 + (bits & 0x000ffc0000000000L);,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1229,            aa = numer - xa*denom - xb * denom;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1230,            xb += aa / denom;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1233,            double ya = LN_HI_PREC_COEF[LN_HI_PREC_COEF.length-1][0];,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1234,            double yb = LN_HI_PREC_COEF[LN_HI_PREC_COEF.length-1][1];,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1236,            for (int i = LN_HI_PREC_COEF.length - 2; i >= 0; i--) {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1238,                aa = ya * xa;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1239,                ab = ya * xb + yb * xa + yb * xb;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1241,                tmp = aa * HEX_40000000;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1242,                ya = aa + tmp - tmp;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1243,                yb = aa - ya + ab;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1246,                aa = ya + LN_HI_PREC_COEF[i][0];,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1247,                ab = yb + LN_HI_PREC_COEF[i][1];,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1249,                tmp = aa * HEX_40000000;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1250,                ya = aa + tmp - tmp;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1251,                yb = aa - ya + ab;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1255,            aa = ya * xa;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1256,            ab = ya * xb + yb * xa + yb * xb;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1264,            lnza = aa + ab;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1265,            lnzb = -(lnza - aa - ab);,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1266,        } else {,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1269,            lnza = -0.16624882440418567;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1270,            lnza = lnza * epsilon + 0.19999954120254515;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1271,            lnza = lnza * epsilon + -0.2499999997677497;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1272,            lnza = lnza * epsilon + 0.3333333333332802;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1273,            lnza = lnza * epsilon + -0.5;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1274,            lnza = lnza * epsilon + 1.0;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1275,            lnza = lnza * epsilon;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1292,        double a = LN_2_A*exp;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1293,        double b = 0.0;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1294,        double c = a+lnm[0];,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1295,        double d = -(c-a-lnm[0]);,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1296,        a = c;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1297,        b = b + d;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1299,        c = a + lnza;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1300,        d = -(c - a - lnza);,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1301,        a = c;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1302,        b = b + d;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1304,        c = a + LN_2_B*exp;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1305,        d = -(c - a - LN_2_B*exp);,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1306,        a = c;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1307,        b = b + d;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1309,        c = a + lnm[1];,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1310,        d = -(c - a - lnm[1]);,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1311,        a = c;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1312,        b = b + d;,0.5,0,-1,0
org/apache/commons/math3/util/FastMath,30,1314,        c = a + lnzb;,0.5,0,-1,0
